commune_id,name,area_km2
173,Al Ouidane,105.28744989866391
174,Allougoum,107.1371824350208
175,Allyène,100.38566791079938
176,Almis Marmoucha,103.42377029918134
177,Alnif,105.86830806103535
178,Amalou,106.8940035472624
179,Amejjaou,101.12417932343669
180,Amellagou,104.84042305336334
181,Amersid,104.08361083571799
182,Amerzgane,106.03980803582817
183,Ameur,102.40570766152814
184,Ameur Chamalia,102.06279151141644
185,Ameur Seflia,102.18332417588681
186,Amgala,110.80209162691608
187,Amghras,105.75412603281438
188,Amizmiz,105.74848048947752
189,Ammelne,107.3769729686901
190,Amouguer,104.56004103692248
191,Amskroud,106.56105247139931
192,Amtar,101.06585934851319
193,Amtdi,107.9386893203482
194,Anemzi,104.54021201608703
195,Anergui,104.78444874635898
196,Anezi,107.43623239314184
197,Anfeg,107.70934551022947
198,Anjra,100.43278576619923
199,Anougal,105.86123863607645
200,Anzou,105.23581762053072
201,Aoufous,105.17401958722621
202,Aouguenz,107.2763701970689
203,Aouint Lahna,108.63142718980089
204,Aouint Yghomane,108.7015520632267
205,Aoulouz,106.36920281592757
206,Aourir,106.5226073791273
207,Aousserd,114.06129513215274
208,Aqesri,106.44447295647115
209,Aquermoud,105.12743252282962
210,Aquouass Briech,100.60783697385341
211,Arazane,106.58200367027894
212,Arbaa Aït Abdellah,107.79986495245248
213,Arbaa Aït Ahmed,107.34168650908396
214,Arbaa Rasmouka,107.30072175571695
215,Arbaa Sahel,107.50495879072696
216,Arbaa Taourirt,101.41301598283462
217,Arbaoua,101.40209670411423
218,Arekmane,101.22107806499116
219,Argana,106.28689575800672
220,Asjen,101.44176321290433
221,Askaouen,106.3327039447613
222,Asni,105.82016442110762
223,Asrir,108.34357716655359
224,Assa,108.55110459867865
225,Assads,106.8652353323996
226,Assahrij,105.10767499171197
227,Assais,106.08048145053908
228,Assaisse,106.47055287798867
229,Assaki,106.48559521138668
230,Assebbab,102.5887157949619
231,Assif El Mal,105.70209425501525
232,Assilah,100.70144824869931
233,Assoul,104.90674539958127
234,Atiamim,104.77791634108871
235,Atouabet,104.92593435244635
236,Ayacha,100.81619499111548
237,Ayir,104.16985607799143
238,Azaghar N'Irs,106.88599978666753
239,Azemmour,103.36951448628679
240,Azghar,102.30485652037896
241,Azgour,105.85755234444514
242,Aziar,106.23175093205646
243,Azilal,104.91461618896574
244,Azla,100.63524386612698
245,Aznaguen,106.73867311049253
246,Azrar,106.85763991903514
247,Azrou,103.1862416495569
248,Azzaba,102.73509879340418
249,Azzinate,100.50689346902072
250,Aïn Attig,102.6562822861597
251,Aïn Aïcha,102.01985625224188
252,Aïn Béida,101.37509680353105
253,Aïn Chouater,105.0317101534456
254,Aïn Leuh,103.3925324799493
255,Aïn Orma,102.62417782633565
256,Aïn Reggada,101.37432586727664
257,Aïn Zohra,101.70584488357417
258,Aït Abbas,105.16315757716075
259,Aït Bourzouine,102.95042289909907
260,Aït Elfarsi,105.67199537344277
261,Aït Hani,105.16504717897624
262,Aït Ishaq,104.03654512786306
263,Aït Kamra,101.10948645183817
264,Aït Majden,105.07859659241512
265,Aït Seghrouchen,102.54258222971112
266,Aït Youssef Ou Ali,101.0893781397026
267,Bab Berred,101.29392443108372
268,Bab Boudir,102.40423471410759
269,Bab Marzouka,102.27561049140058
270,Bab Taza,101.17473621317185
271,Bab Tiouka,102.25820095441304
272,Bahhara Oulad Ayad,101.59403428481892
273,Barkine,102.8423620632384
274,Bejaad,103.97910666046664
275,Belfaa,107.11040577013046
276,Belyounech,100.1936327458825
277,Ben Ahmed,103.62655881559476
278,Ben Guerir,104.60056828614324
279,Ben Khlil,108.60199571587145
280,Ben Maachou,103.48674334073439
281,Ben Mansour,101.7906458559446
282,Ben Smim,103.15427584433928
283,Ben Taïeb,101.24970029387623
284,Beni Ansar,100.9562412512023
285,Beni Bechir,101.56740422337316
286,Beni Chiker,100.90106395981275
287,Beni Ftah,101.8862101379782
288,Beni Malek,101.65425362251699
289,Beni Mellal,104.48725351132452
290,Benslimane,102.98416432319209
291,Berkane,101.38927420903929
292,Berrechid,103.39613118255511
293,Bghaghza,100.72682773205452
294,Bhalil,102.6906025048811
295,Bigoudine,106.319768903777
296,Bin El Ouidane,104.73194711143151
297,Biougra,106.85871251346543
298,Bir Anzarane,112.85812756465748
299,Bir Ennasr,103.31615864951164
300,Bir Gandouz,114.78096194099635
301,Bir Jdid,103.2661025011912
302,Bir Mezoui,103.88301382772624
303,Bir Taleb,102.10703902994283
304,Bir Tamtam,102.5428173521068
305,Bizdad,105.67893807636574
306,Bleida,106.81599262775853
307,Bni Abdellah,101.2447023158893
308,Bni Ahmed Charqia,101.49234019429423
309,Bni Ahmed Gharbia,101.52240225719288
310,Bni Ahmed Imoukzan,101.58740918943658
311,Bni Ammart,101.53443769109435
312,Bni Arouss,100.90179108991288
313,Bni Ayat,104.63608633633703
314,Bni Bataou,103.83992005279288
315,Bni Bouayach,101.16713410429657
316,Bni Bouchibet,101.653515313752
317,Bni Boufrah,101.20846404647455
318,Bni Bouifrou,101.11132842022926
319,Bni Bounsar,101.46189590799622
320,Bni Bouzra,100.96005097660236
321,Bni Chegdale,104.3585767946206
322,Bni Darkoul,101.23959605651908
323,Bni Drar,101.46786838478874
324,Bni Faghloum,101.40840607951395
325,Bni Frassen,102.07772790500894
326,Bni Garfett,101.00549631472677
327,Bni Gmil,101.21594335371628
328,Bni Gmil Maksouline,101.26926746754907
329,Bni Guil,104.35150726186112
330,Bni Hadifa,101.29811811470427
331,Bni Harchen,100.64514507097192
332,Bni Hassane,104.82730405824259
333,Bni Hilal,103.93841589428484
334,Bni Idder,100.74487636610866
335,Bni Karrich,100.6545367857907
336,Bni Khaled,101.46203157003038
337,Bni Khloug,104.12071479018778
338,Bni Leit,100.91862067044713
339,Bni Lent,102.10578188765794
340,Bni M'Hamed Sijelmassa,105.74262162810192
341,Bni Mansour,101.10783570283093
342,Bni Marghnine,101.07473720679991
343,Bni Mathar,102.54715665476397
344,Bni Oual,101.6957161007449
345,Bni Oukil,104.19788151280954
346,Bni Oukil Oulad M'Hand,101.33472137327772
347,Bni Oulid,101.86510971025564
348,Bni Ounjel Tafraout,101.70680328388698
349,Bni Quolla,101.59788764454424
350,Bni Rzine,101.2346466218587
351,Bni Said,100.77231871779077
352,Bni Salah,101.30776879843324
353,Bni Selmane,101.09223349951208
354,Bni Sidel Jbel,101.025656897109
355,Bni Sidel Louta,101.16914267209359
356,Bni Smih,101.1234690581914
357,Bni Smir,103.96321039786562
358,Bni Snous,102.08709486550651
359,Bni Tadjite,104.48591740964912
360,Bni Tsiriss,104.02591343270615
361,Bni Yagrine,104.02686054818332
362,Bni Yakhlef,102.93256900459528
363,Bni Ykhlef,103.73530095256865
364,Bni Zoli,106.56338145653717
365,Bni Zrantel,103.98677415028214
366,Bou Azmou,104.83743257564493
367,Bou Fekrane,102.80872188927606
368,Bou Jedyane,101.18112168600783
369,Bouabout,105.65961935278028
370,Bouabout Amdlane,105.78562156064436
371,Bouadel,101.85421042167582
372,Bouanane,104.62751928612124
373,Bouarfa,104.25842588231899
374,Bouarg,101.1398249543272
375,Bouarouss,102.03400287474506
376,Bouchabel,102.04122511972673
377,Bouchane,104.47199656954035
378,Bouchaouene,103.95011852658354
379,Bouchfaa,102.40695563959889
380,Boudinar,101.0470032976009
381,Boudnib,104.9235643404536
382,Boughriba,101.38770929840393
383,Bouguargouh,103.60404162527993
384,Bouguedra,104.60261869523674
385,Bouhlou,102.33224222692661
386,Bouhmame,104.17240650951862
387,Bouhouda,101.74260886688717
388,Bouizakarne,107.9678051955998
389,Boujdour,110.98774784523994
390,Boujniba,103.83347894530743
391,Boukhrisse,103.88579901703633
392,Boukraa,110.63012908631936
393,Boulanouare,103.85779854562134
394,Boulaouane,103.87608050368726
395,Boulemane,103.277680615196
396,Boumaiz,102.15494268061593
397,Boumalne Dadès,105.59384437906556
398,Boumerieme,103.91454853629693
399,Boumia,104.0863958846312
400,Bounaamane,107.56962976930663
401,Bounrar,106.75331116467714
402,Bouqachmir,103.11113834241405
403,Bourd,101.60956148407422
404,Bourrous,105.14229910587892
405,Bouskoura,103.14400467276573
406,Boutferda,104.55612137168646
407,Boutrouch,107.80313795851544
408,Bouya Omar,105.12764948559925
409,Bouyablane,102.79415252618492
410,Bouzemmour,105.97826795978472
411,Bouzeroual,106.53272515838034
412,Bouznika,102.80777719663456
413,Brachoua,102.85788494674489
414,Braksa,103.69213343365118
415,Brarha,101.96176557173021
416,Brikcha,101.36266027786769
417,Bzou,104.75840116292238
418,Casablanca,103.03643477149308
419,Ceuta,100.17604715074413
420,Chahda,104.481176096946
421,Chaibate,103.68098423071206
422,Chakran,101.4050749281887
423,Charqaoua,102.30759411118925
424,Chbanate,102.19161592167802
425,Chbika,108.94146481249481
426,Chefchaouen,101.08200787566602
427,Chellalate,102.9854552783072
428,Cherrat,102.79234527237713
429,Chichaoua,105.39303073007613
430,Choara,105.11044224258512
431,Chorfa M'Daghra,105.03006253042258
432,Chouafaa,101.36580646503717
433,Chougrane,103.75633527059108
434,Chouihia,101.52770106925163
435,Chtaiba,104.65358401741832
436,Chtouka,103.36928951554
437,Dakhla,113.20425126049668
438,Daoura,109.69460176350549
439,Dar Bel Amri,102.30077104642987
440,Dar Bouazza,103.08766560722142
441,Dar Chaffai,104.24225256638601
442,Dar Chaoui,100.58087229751982
443,Dar El Hamra,102.8698959974572
444,Dar El Kebdani,101.12188955093734
445,Dar Gueddari,102.00740912742913
446,Dar Jamaa,105.71300291083753
447,Dar Laaslouji,102.05570653756149
448,Dar Oulad Zidouh,104.47482311865315
449,Dar Oum Soltane,102.60140654048882
450,Dar Si Aissa,104.42368147149682
451,Dardara,101.14582267962396
452,Dayat Aoua,103.03317574574612
453,Dcheira,110.14674911973998
454,Dcheïra El Jihadia,106.67701065307483
455,Debdou,102.53602123260498
456,Demnate,105.17608566954732
457,Deroua,103.26093487348408
458,Dir El Ksiba,104.20593500277027
459,Dkhissa,102.58470442681573
460,Douirane,105.776606134139
461,Drargua,106.60311351064593
462,Driouch,101.32776819076389
463,Dzouz,105.02813926991075
464,Echatea El Abied,108.20340472552925
465,Echemmaia,104.79145658109337
466,Eddachra,104.63024331955239
467,Eddir,106.48457525018603
468,El Aamria,104.62346452614293
469,El Argoub,113.17947306204587
470,El Atef,102.77279911958613
471,El Attaouia,105.05759306019172
472,El Beddouza,104.24744670744985
473,El Bibane,101.75260282517411
474,El Borj,103.66736245458014
475,El Borouj,104.28224820131436
476,El Bsabsa,102.13666779734194
477,El Faid,106.49909772956744
478,El Foqra,104.06424210313708
479,El Gantour,104.6068653203547
480,El Gara,103.38544191047549
481,El Ghiate,104.8861990547739
482,El Gouraani,104.50612974818796
483,El Gouzate,101.90879465336911
484,El Guerdane,106.69156327238306
485,El Hagounia,109.87644964084029
486,El Hajeb,102.89907649345696
487,El Hammam,103.37052447372116
488,El Hanchane,105.41100783832371
489,El Jadida,103.43758577248082
490,El Kansera,102.48942617396824
491,El Kbab,104.09514588676393
492,El Kelâat Es-Sraghna,104.80751121835783
493,El Koudia El Beida,106.70441158628091
494,El Ksiba,104.22072770167142
495,El Maader El Kabir,107.27589164301753
496,El Majjatia Ouled Taleb,103.15096224332228
497,El Mansouria,102.8413090473041
498,El Marbouh,104.73584674205631
499,El Marsa,110.11530900280923
500,El Menzeh,102.68906282540411
501,El Menzel,102.71030370518565
502,El Mers,103.20237588975579
503,El Orjane,103.1752036025282
504,El Ouatia,108.68781530298293
505,En-nzala,104.34304958069697
506,Enjil,103.59557364601642
507,Er-Rich,104.56755336932838
508,Er-Rissani,105.70159716415219
509,Er-Rteb,105.30669500841759
510,Erfoud,105.51020699646324
511,Ermila,103.46169460215606
512,Ermilate,101.98673887411132
513,Errachidia,104.94680186291225
514,Errafiaya,104.70042685931548
515,Errouha,106.57882696180604
516,Es-Sfalat,105.73080168571323
517,Es-Sifa,105.6273306729272
518,Esbiaat,104.63638754794374
519,Essaouira,105.49357498716563
520,Ezzaouite,105.63384729297832
521,Ezzhiliga,103.33937957230955
522,Fam El Hisn,108.41773844370618
523,Fask,108.37591586168855
524,Fdalate,103.01784850331023
525,Fennassa Bab El Hit,101.73292192164809
526,Ferkla El Oulia,105.50184010528028
527,Ferkla Es-Soufla,105.3342355210334
528,Fezna,105.36695367726497
529,Fezouane,101.4131381995976
530,Fezouata,106.85318635660224
531,Fifi,101.36117608845234
532,Figuig,104.72553026868263
533,Fkih Ben Salah,104.28496811073273
534,Fnideq,100.2608752285596
535,Foqra Oulad Aameur,103.5519534717314
536,Foum El Anceur,104.46608778601512
537,Foum El Oued,110.18650035560131
538,Foum Jemaa,104.90385114401579
539,Foum Oudi,104.5803188062273
540,Foum Zguid,107.08973297895864
541,Fraita,104.93895554542542
542,Freija,106.55468969652429
543,Fritissa,102.88124438608065
544,Fès,102.48580100713298
545,Galaz,101.83930095331743
546,Galdamane,102.34136281674728
547,Gdana,103.75240553356707
548,Ghafsai,101.7540727481246
549,Ghassate,105.8188205352053
550,Gheris El Ouloui,105.17591775464825
551,Gheris Es-Soufli,105.20916594401933
552,Ghiata Al Gharbia,102.30328587838449
553,Ghmate,105.52521366300061
554,Ghouazi,101.98146437224932
555,Gleibat El Foula,113.51865393901244
556,Gmassa,105.52336133923382
557,Goulmima,105.22621767129749
558,Gourrama,104.38420373736881
559,Gteter,102.15589216467924
560,Guefait,102.20303246728145
561,Guelmim,108.1562966760248
562,Gueltat Zemmour,111.8659465177916
563,Guenfouda,101.97147624520585
564,Guercif,102.23257589782588
565,Guers Tiaallaline,104.61285081761889
566,Guettaya,104.20616265758872
567,Gueznaia,100.48238588031381
568,Guigou,103.2634760348592
569,Guir,104.5122415877413
570,Guisser,103.98393359035254
571,Gzenaya Al Janoubia,101.74421519949101
572,H'Ssyia,106.29839603859
573,Had Al Gharbia,100.69034561282024
574,Had Bouhssoussen,103.55407360219397
575,Had Boumoussa,104.55242367088795
576,Had Bradia,104.38244216749445
577,Had Dra,105.30615897709504
578,Had Kourt,101.77410534885712
579,Had Soualem,103.20710701029748
580,Haddada,102.28436983609572
581,Haouza,109.99671764997765
582,Haouzia,103.46279938472435
583,Harbil,105.1090421625413
584,Harhoura,102.60306835314259
585,Hassi Berkane,101.53226901835296
586,Hattane,103.89482039446011
587,Hel Merbaa,104.37140262778848
588,Hiadna,104.5828387318179
589,Hilala,107.03381626540795
590,Hjar Ennhal,100.50149233895354
591,Houara Oulad Raho,102.27874144073576
592,Houderrane,102.85529936244711
593,Hrara,104.38135141413659
594,Iaazzanene,101.00639370130375
595,Ibdar,107.68511137226596
596,Ibn Yacoub,107.07768890447915
597,Ichamraren,105.8547935266979
598,Ida Ou Aazza,105.81481538992375
599,Ida Ou Gailal,106.36371595226228
600,Ida Ou Gougmar,107.60826446861029
601,Ida Ou Guelloul,106.05996549036354
602,Ida Ou Kazzou,106.06038255104795
603,Ida Ou Moumen,106.45645715529099
604,Ida Ougnidif,107.18368112621829
605,Ida Ougoummad,106.30092117469758
606,Idelsane,106.07741047162563
607,Idmine,106.42502238601446
608,Ifarni,101.29291091510095
609,Ifrane,103.08901795791462
610,Ifrane Atlas-Saghir,107.92412404576316
611,Ighil,105.98769860342145
612,Ighil N'Oumgoun,105.43474520090967
613,Ighoud,105.03664351208135
614,Ighrem N'Ougdal,105.78652980318293
615,Ighzrane,102.80090601439588
616,Igli,106.43744991580024
617,Igoudar Mnabha,106.38022911734879
618,Iguerferouane,105.53477867739275
619,Iguidi,106.18193892389536
620,Ihaddaden,101.0492654023692
621,Ijarmaouas,101.23093577194959
622,Ijoukak,105.98836427368224
623,Ikniouen,105.78477139142342
624,Iksane,101.18432155740447
625,Imaouen,107.06364601990208
626,Imgdal,105.87694546952844
627,Imgrade,105.86764699500054
628,Imi Mqourn,106.9020803514868
629,Imi N'Fast,108.02947076037526
630,Imi N'Oulaoune,105.5337093914859
631,Imi N'Tayart,106.79565782099962
632,Imi N'Tlit,105.73705270979553
633,Imider,105.5462927413173
634,Imilchil,104.78166612819768
635,Imilmaiss,106.12794030131772
636,Imindounit,105.96009811293334
637,Imintanoute,105.79562556929886
638,Imlil,105.13847792940214
639,Imlili,114.1043405435048
640,Imoulass,106.26714458502829
641,Imouzzer,106.3572466452606
642,Imouzzer Kandar,102.84327609464526
643,Imouzzer Marmoucha,103.1524483372923
644,Imrabten,101.23709352547303
645,Imsouane,106.16654515219852
646,Imzouren,101.11763630597852
647,Inchaden,106.97667592391372
648,Inezgane,106.70192253030837
649,Iounane,101.2526554914657
650,Iqaddar,102.90551425539888
651,Irherm,106.99178914027289
652,Irigh N'Tahala,107.49428869131953
653,Irohalen,105.92082374123856
654,Isly,101.67555289517622
655,Issafen,107.23043907014653
656,Issaguen,101.41809822875075
657,Isseksi,104.62034556409344
658,Issen,106.60781083721668
659,Itzer,103.74655370181426
660,Izemmouren,101.0587492166087
661,Jaafra,104.4418633338064
662,Jabria,104.2111997869797
663,Jahjouh,102.98257237346843
664,Jaidate,105.21174485282972
665,Jamaat Shaim,104.4555205386132
666,Jaqma,103.36649741232395
667,Jbabra,101.982009785017
668,Jbarna,101.88270728755742
669,Jbel Lahbib,100.72583527280949
670,Jbiel,104.89892449835315
671,Jbilate,105.05852384818718
672,Jdiriya,109.93829935183749
673,Jdour,104.7409409401007
674,Jemaat Moul Blad,102.92464033188298
675,Jerada,102.1457921336405
676,Jnane Bouih,104.90445079933852
677,Jorf,105.44833714445122
678,Jorf El Melha,101.92007866129279
679,Jouala,104.98382095759735
680,Jouamaa,100.48876344854943
681,Jraifia,111.82913759816438
682,Kaf El Ghar,101.86521612177603
683,Kalaat Booqorra,101.5701558678411
684,Kalaat M'Gouna,105.73238579137251
685,Kandar Sidi Khiar,102.75338748842478
686,Karia Ba Mohamed,102.073207532987
687,Kariat Ben Aouda,101.57159685110673
688,Kasba Tadla,104.1793560674414
689,Kasbat Ben Mchich,103.29239190137014
690,Kasbat Sidi Abdellah Ben M'Barek,107.67042113654315
691,Kasbat Troch,103.78674118127674
692,Kceibya,102.16394681995735
693,Kechoula,105.39940346730873
694,Kerrouchen,103.96108087385073
695,Ketama,101.4387304445263
696,Khatazakane,104.6185122593306
697,Khemis Sahel,100.99218797218055
698,Khemis Sidi Yahya,102.76506352936849
699,Khemisset Chaouia,103.86873633554205
700,Khenifra,103.78307459061034
701,Khlalfa,101.69971361989155
702,Khmis Ksiba,104.27467768033966
703,Khnichet,101.99657988641411
704,Khouribga,103.85303713334724
705,Khouzama,106.12029191059992
706,Khémisset,102.72807983634993
707,Kissane,101.79748339764774
708,Korimate,105.48038367321715
709,Koudiat Bni Dghough,104.37238372955471
710,Kouzemt,105.9028739198111
711,Kridid,104.29809912201017
712,Krifate,104.23182174749672
713,Ksabi Moulouya,103.94877126137726
714,Ksar Bjir,101.31491651735269
715,Ksar Sghir,100.2955493927002
716,Ksar al Majaz,100.26359409326687
717,Ksar el-Kebir,101.28868956351653
718,Ktaoua,106.95343330921605
719,Kénitra,102.2065908452496
720,Laagagcha,104.23522507352754
721,Laajajra,102.28328591934405
722,Laamamra,104.98983384901658
723,Laamria,103.9217890528962
724,Laanoussar,102.95010021398775
725,Laaouama,100.43351202597842
726,Laaouinate,102.11156349489465
727,Laaounate,104.08028041990474
728,Laatamna,104.96333283465356
729,Laatatra,104.1842813254334
730,Laattaouia Ech-Chaybia,105.02003643475473
731,Labkhati,104.39789936318994
732,Labouirat,109.20699900807813
733,Labrikiyne,104.53623055899516
734,Labsara,101.68573621101677
735,Labyar,108.38296634750441
736,Lagdadra,105.37652771361172
737,Lagfaf,103.78272386733443
738,Lagfifat,106.7500284044072
739,Laghdir,101.2487168405205
740,Laghdira,103.35560559015721
741,Laghnadra,104.1237383200787
742,Laghnimyine,103.47665585530922
743,Laghoualem,103.26473053870723
744,Lagnadiz,103.51322724297643
745,Lahdar,104.35180821595713
746,Lahouaza,103.76115775108337
747,Lahraouyine,103.0672014481388
748,Lahsasna,103.4915707251057
749,Lahsinate,105.39197452599183
750,Lakhnafif,106.65364194009453
751,Lakhoualqa,104.79613506002352
752,Lakhsas,107.7618636363186
753,Lakhzazra,103.69923715898767
754,Lalla Aaziza,105.93359952792525
755,Lalla Mimouna,101.50544024026021
756,Lalla Takarkoust,105.63298034248874
757,Lamaachate,104.86481349123642
758,Lambarkiyine,103.45021860068664
759,Lamhadi,106.73558510560542
760,Lamhara,106.48900365224108
761,Lamharra,104.7983933663927
762,Lamharza Essahel,103.24772824905813
763,Lamjaara,101.76352626481093
764,Lamnizla,106.38724425854161
765,Lamrabih,101.93962604319677
766,Lamrasla,104.85105955973268
767,Lamrija,102.59937615832314
768,Lamsabih,104.53052333323285
769,Lamssid,111.04980733897537
770,Laouamra,101.20352515485138
771,Laqraqra,104.39253867557272
772,Laqsabi Tagoust,108.18156967265531
773,Laqsir,102.63247980829328
774,Larache,101.07025248091668
775,Laâtamna,101.26174168591388
776,Laâyoune,110.03781226882711
777,Lebkhata,102.30222542327829
778,Lehri,103.90614769002423
779,Lgharbia,104.19869819981977
780,Lkheng,104.94969991687685
781,Lmechrek,104.01378569984809
782,Louadaine,102.24325449042954
783,Loualidia,104.05051067750901
784,Loudaya,105.27064950205386
785,Loulad,103.72134017664939
786,Loulja,102.16387631976977
787,Lounasda,104.64803424896672
788,Louta,101.16006439458579
